用户号码,开始时间,开始基站,开始基站经度,开始基站纬度,结束时间,结束基站,结束基站经度,结束基站纬度,停留时间
352b75d9-d9a2-4b6a-807a-5c34b2253890,20180827150732,84862982,118.739602,32.05798,20180827150741,230382357,0,0,9
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827075246,230809360,0,0,20180827075510,84863497,118.74615,32.06169,144
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827075510,84863497,118.74615,32.06169,20180827075541,84864005,118.7393001,32.06096,31
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827075541,84864005,118.7393001,32.06096,20180827075558,230850053,118.73526,32.05947,17
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827075558,230850053,118.73526,32.05947,20180827075614,84864016,118.7393001,32.0609601,16
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827075614,84864016,118.7393001,32.0609601,20180827075623,230770181,118.73788,32.05962,9
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080041,230809860,118.73618,32.05679,20180827080051,84862979,118.73961,32.05798,10
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080051,84862979,118.73961,32.05798,20180827080118,230809859,118.736431,32.057151,27
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080118,230809859,118.736431,32.057151,20180827080503,84862979,118.73961,32.05798,225
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080503,84862979,118.73961,32.05798,20180827080621,230816773,118.73961,32.05798,78
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080621,230816773,118.73961,32.05798,20180827080710,230770180,118.73788,32.05962,49
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080710,230770180,118.73788,32.05962,20180827080727,84864005,118.7393001,32.06096,17
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080727,84864005,118.7393001,32.06096,20180827080929,84862980,118.739602,32.05798,122
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080929,84862980,118.739602,32.05798,20180827080931,84864015,0,0,2
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080931,84864015,0,0,20180827080948,9766807,118.74148,32.058667,17
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080948,9766807,118.74148,32.058667,20180827080949,84863491,118.74601,32.06161,1
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827080949,84863491,118.74601,32.06161,20180827081141,230825488,0,0,112
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827081141,230825488,0,0,20180827081214,230809350,118.75126,32.06191,33
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827081214,230809350,118.75126,32.06191,20180827081656,230825476,118.748776,32.06107,282
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827081656,230825476,118.748776,32.06107,20180827081701,160959643,118.75013,32.05974,5
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827081701,160959643,118.75013,32.05974,20180827081703,161099164,118.75015,32.06681,2
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827100632,161099164,118.75015,32.06681,20180827100731,230825476,118.748776,32.06107,59
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827100731,230825476,118.748776,32.06107,20180827100949,84863496,118.74615,32.06169,138
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827100949,84863496,118.74615,32.06169,20180827101018,84864005,118.7393001,32.06096,29
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101018,84864005,118.7393001,32.06096,20180827101041,230850052,118.73526,32.05947,23
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101120,230770180,118.73788,32.05962,20180827101208,230816774,118.73961,32.05798,48
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101208,230816774,118.73961,32.05798,20180827101209,230770191,0,0,1
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101209,230770191,0,0,20180827101307,230816774,118.73961,32.05798,58
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101307,230816774,118.73961,32.05798,20180827101313,230770182,118.73788,32.05962,6
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101313,230770182,118.73788,32.05962,20180827101339,230816773,118.73961,32.05798,26
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101339,230816773,118.73961,32.05798,20180827101511,230316043,118.73614,32.05959,92
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827101511,230316043,118.73614,32.05959,20180827102239,84862982,118.739602,32.05798,448
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102239,84862982,118.739602,32.05798,20180827102325,230816773,118.73961,32.05798,46
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102325,230816773,118.73961,32.05798,20180827102417,230770180,118.73788,32.05962,52
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102425,230816784,118.73649,32.05936,20180827102520,84864016,118.7393001,32.0609601,55
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102520,84864016,118.7393001,32.0609601,20180827102538,84863497,118.74615,32.06169,18
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102538,84863497,118.74615,32.06169,20180827102802,220429062,118.74863,32.06477,144
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102802,220429062,118.74863,32.06477,20180827102806,230809352,0,0,4
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102806,230809352,0,0,20180827102808,220429062,118.74863,32.06477,2
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827102808,220429062,118.74863,32.06477,20180827102841,84223238,118.75184,32.06818,33
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827121831,161099164,118.75015,32.06681,20180827121842,230809350,118.75126,32.06191,11
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827121842,230809350,118.75126,32.06191,20180827122017,230825476,118.748776,32.06107,95
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122017,230825476,118.748776,32.06107,20180827122152,84863497,118.74615,32.06169,95
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122152,84863497,118.74615,32.06169,20180827122232,84864005,118.7393001,32.06096,40
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122232,84864005,118.7393001,32.06096,20180827122246,230850053,118.73526,32.05947,14
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122246,230850053,118.73526,32.05947,20180827122247,84864005,118.7393001,32.06096,1
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122247,84864005,118.7393001,32.06096,20180827122253,230770180,118.73788,32.05962,6
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122343,230770182,118.73788,32.05962,20180827122412,230816773,118.73961,32.05798,29
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122412,230816773,118.73961,32.05798,20180827122502,84862979,118.73961,32.05798,50
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827122502,84862979,118.73961,32.05798,20180827122730,230809859,118.736431,32.057151,148
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123246,230316043,118.73614,32.05959,20180827123334,84862982,118.739602,32.05798,48
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123334,84862982,118.739602,32.05798,20180827123358,230816773,118.73961,32.05798,24
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123358,230816773,118.73961,32.05798,20180827123531,230770180,118.73788,32.05962,93
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123618,230770180,118.73788,32.05962,20180827123628,84864005,118.7393001,32.06096,10
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123628,84864005,118.7393001,32.06096,20180827123633,230770191,0,0,5
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123633,230770191,0,0,20180827123645,84864006,118.7393001,32.06096,12
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123645,84864006,118.7393001,32.06096,20180827123732,9766810,118.741478,32.058667,47
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123732,9766810,118.741478,32.058667,20180827123738,230825488,0,0,6
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123738,230825488,0,0,20180827123927,230825478,118.748776,32.06107,109
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123927,230825478,118.748776,32.06107,20180827123945,230809360,0,0,18
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123945,230809360,0,0,20180827123946,230825476,118.748776,32.06107,1
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827123946,230825476,118.748776,32.06107,20180827124013,230809349,118.75126,32.06191,27
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827124013,230809349,118.75126,32.06191,20180827124252,220429062,118.74863,32.06477,159
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827124252,220429062,118.74863,32.06477,20180827124255,230809360,0,0,3
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827124255,230809360,0,0,20180827124257,230825476,118.748776,32.06107,2
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827124257,230825476,118.748776,32.06107,20180827124301,160959643,118.75013,32.05974,4
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827124301,160959643,118.75013,32.05974,20180827124304,161099164,118.75015,32.06681,3
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827142834,230809360,0,0,20180827142843,230809350,118.75126,32.06191,9
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827142843,230809350,118.75126,32.06191,20180827142848,161099164,118.75015,32.06681,5
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827142857,230809360,0,0,20180827143130,84863497,118.74615,32.06169,153
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827143130,84863497,118.74615,32.06169,20180827143216,84864005,118.7393001,32.06096,46
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827143216,84864005,118.7393001,32.06096,20180827143335,230816774,118.73961,32.05798,79
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827143335,230816774,118.73961,32.05798,20180827143340,230770191,0,0,5
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827143451,230786309,118.7338201,32.0573321,20180827143506,84862982,118.739602,32.05798,15
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827143506,84862982,118.739602,32.05798,20180827144355,230786309,118.7338201,32.0573321,529
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144355,230786309,118.7338201,32.0573321,20180827144400,230816773,118.73961,32.05798,5
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144400,230816773,118.73961,32.05798,20180827144502,230770182,118.73788,32.05962,62
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144502,230770182,118.73788,32.05962,20180827144512,230816774,118.73961,32.05798,10
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144512,230816774,118.73961,32.05798,20180827144515,230770182,118.73788,32.05962,3
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144515,230770182,118.73788,32.05962,20180827144525,230816774,118.73961,32.05798,10
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144525,230816774,118.73961,32.05798,20180827144531,230770191,0,0,6
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144531,230770191,0,0,20180827144732,84862980,118.739602,32.05798,121
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144732,84862980,118.739602,32.05798,20180827144750,9766810,118.741478,32.058667,18
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144750,9766810,118.741478,32.058667,20180827144754,84864005,118.7393001,32.06096,4
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144754,84864005,118.7393001,32.06096,20180827144755,84863491,118.74601,32.06161,1
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144755,84863491,118.74601,32.06161,20180827144911,230825476,118.748776,32.06107,76
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144911,230825476,118.748776,32.06107,20180827144937,230809349,118.75126,32.06191,26
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827144937,230809349,118.75126,32.06191,20180827145240,220429062,118.74863,32.06477,183
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827145240,220429062,118.74863,32.06477,20180827145250,160959643,118.75013,32.05974,10
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827145250,160959643,118.75013,32.05974,20180827145252,220429062,118.74863,32.06477,2
141174df-2e84-4e61-bf13-3199eff6ac0b,20180827145252,220429062,118.74863,32.06477,20180827145306,84223248,0,0,14
33d7a17d-a12c-4643-8696-b8e70aa4985c,20180827073811,161100439,119.16005,31.31862,20180827073819,161121176,119.1605001,31.327921,8
33d7a17d-a12c-4643-8696-b8e70aa4985c,20180827073819,161121176,119.1605001,31.327921,20180827073900,46121,120.931539,31.972362,41
92799e20-479c-44b5-b735-f8639da50b4c,20180827205623,220219659,118.76194,32.04183,20180827205727,220219669,118.75063,32.06188,64
92799e20-479c-44b5-b735-f8639da50b4c,20180827205727,220219669,118.75063,32.06188,20180827205730,230799622,118.76527,32.03926,3
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827000000,230770190,118.739289,32.055928,20180827052629,9895066,118.74228,32.05668,19589
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827052629,9895066,118.74228,32.05668,20180827054512,230770190,118.739289,32.055928,1123
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827054512,230770190,118.739289,32.055928,20180827061716,84862982,118.739602,32.05798,1924
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827061716,84862982,118.739602,32.05798,20180827061745,230770190,118.739289,32.055928,29
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827061745,230770190,118.739289,32.055928,20180827061819,84862982,118.739602,32.05798,34
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827061819,84862982,118.739602,32.05798,20180827061841,230770190,118.739289,32.055928,22
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827061841,230770190,118.739289,32.055928,20180827064214,9895066,118.74228,32.05668,1413
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827064214,9895066,118.74228,32.05668,20180827064951,230770190,118.739289,32.055928,457
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827064951,230770190,118.739289,32.055928,20180827065153,84862982,118.739602,32.05798,122
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827065153,84862982,118.739602,32.05798,20180827065155,230770190,118.739289,32.055928,2
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827065155,230770190,118.739289,32.055928,20180827065821,84862982,118.739602,32.05798,386
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827065821,84862982,118.739602,32.05798,20180827070502,230770190,118.739289,32.055928,401
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070502,230770190,118.739289,32.055928,20180827070509,84862982,118.739602,32.05798,7
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070509,84862982,118.739602,32.05798,20180827070512,230770190,118.739289,32.055928,3
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070512,230770190,118.739289,32.055928,20180827070519,84862982,118.739602,32.05798,7
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070519,84862982,118.739602,32.05798,20180827070522,230770190,118.739289,32.055928,3
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070522,230770190,118.739289,32.055928,20180827070638,84862978,118.73961,32.05798,76
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070638,84862978,118.73961,32.05798,20180827070920,9895066,118.74228,32.05668,162
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070920,9895066,118.74228,32.05668,20180827070922,84862982,118.739602,32.05798,2
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070922,84862982,118.739602,32.05798,20180827070950,230770190,118.739289,32.055928,28
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070950,230770190,118.739289,32.055928,20180827070959,84862982,118.739602,32.05798,9
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827070959,84862982,118.739602,32.05798,20180827071100,230770190,118.739289,32.055928,61
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071100,230770190,118.739289,32.055928,20180827071107,84862982,118.739602,32.05798,7
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071107,84862982,118.739602,32.05798,20180827071134,84862978,118.73961,32.05798,27
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071134,84862978,118.73961,32.05798,20180827071218,84862982,118.739602,32.05798,44
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071218,84862982,118.739602,32.05798,20180827071245,230770190,118.739289,32.055928,27
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071245,230770190,118.739289,32.055928,20180827071248,84862978,118.73961,32.05798,3
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071248,84862978,118.73961,32.05798,20180827071512,84862982,118.739602,32.05798,144
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071512,84862982,118.739602,32.05798,20180827071725,230770190,118.739289,32.055928,133
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071725,230770190,118.739289,32.055928,20180827071809,84862982,118.739602,32.05798,44
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827071809,84862982,118.739602,32.05798,20180827072152,230770190,118.739289,32.055928,223
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072152,230770190,118.739289,32.055928,20180827072557,84862982,118.739602,32.05798,245
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072557,84862982,118.739602,32.05798,20180827072602,230770190,118.739289,32.055928,5
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072602,230770190,118.739289,32.055928,20180827072707,84862982,118.739602,32.05798,65
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072707,84862982,118.739602,32.05798,20180827072708,230770190,118.739289,32.055928,1
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072708,230770190,118.739289,32.055928,20180827072823,84862982,118.739602,32.05798,75
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072823,84862982,118.739602,32.05798,20180827072925,230770190,118.739289,32.055928,62
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072925,230770190,118.739289,32.055928,20180827072930,84862978,118.73961,32.05798,5
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827072930,84862978,118.73961,32.05798,20180827073224,84862982,118.739602,32.05798,174
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073224,84862982,118.739602,32.05798,20180827073230,230770190,118.739289,32.055928,6
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073230,230770190,118.739289,32.055928,20180827073232,84862978,118.73961,32.05798,2
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073232,84862978,118.73961,32.05798,20180827073604,84862982,118.739602,32.05798,212
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073604,84862982,118.739602,32.05798,20180827073652,230770190,118.739289,32.055928,48
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073652,230770190,118.739289,32.055928,20180827073701,9895066,118.74228,32.05668,9
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073701,9895066,118.74228,32.05668,20180827073714,230770190,118.739289,32.055928,13
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073714,230770190,118.739289,32.055928,20180827073720,84862982,118.739602,32.05798,6
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073720,84862982,118.739602,32.05798,20180827073736,9895066,118.74228,32.05668,16
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073736,9895066,118.74228,32.05668,20180827073744,84862982,118.739602,32.05798,8
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827073744,84862982,118.739602,32.05798,20180827074310,84862978,118.73961,32.05798,326
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074310,84862978,118.73961,32.05798,20180827074537,9895066,118.74228,32.05668,147
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074537,9895066,118.74228,32.05668,20180827074541,230770190,118.739289,32.055928,4
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074541,230770190,118.739289,32.055928,20180827074634,9895066,118.74228,32.05668,53
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074634,9895066,118.74228,32.05668,20180827074642,84862982,118.739602,32.05798,8
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074642,84862982,118.739602,32.05798,20180827074848,9895066,118.74228,32.05668,126
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074848,9895066,118.74228,32.05668,20180827074854,84862982,118.739602,32.05798,6
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074854,84862982,118.739602,32.05798,20180827074902,230770190,118.739289,32.055928,8
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074902,230770190,118.739289,32.055928,20180827074917,9895066,118.74228,32.05668,15
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827074917,9895066,118.74228,32.05668,20180827075129,84862982,118.739602,32.05798,132
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075129,84862982,118.739602,32.05798,20180827075154,9895066,118.74228,32.05668,25
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075154,9895066,118.74228,32.05668,20180827075203,84862982,118.739602,32.05798,9
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075203,84862982,118.739602,32.05798,20180827075204,230770190,118.739289,32.055928,1
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075204,230770190,118.739289,32.055928,20180827075222,9895066,118.74228,32.05668,18
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075222,9895066,118.74228,32.05668,20180827075225,230770190,118.739289,32.055928,3
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075225,230770190,118.739289,32.055928,20180827075229,84862982,118.739602,32.05798,4
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075229,84862982,118.739602,32.05798,20180827075247,84862978,118.73961,32.05798,18
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075247,84862978,118.73961,32.05798,20180827075427,84862985,118.7388511,32.0542501,100
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075541,230770190,118.739289,32.055928,20180827075628,9895064,118.74228,32.05668,47
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075628,9895064,118.74228,32.05668,20180827075711,9895066,118.74228,32.05668,43
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827075711,9895066,118.74228,32.05668,20180827075713,230770190,118.739289,32.055928,2
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827094110,230673421,118.735501,32.061771,20180827094153,84864016,118.7393001,32.0609601,43
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827094153,84864016,118.7393001,32.0609601,20180827094400,230673421,118.735501,32.061771,127
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827110302,230770191,0,0,20180827110304,230816772,118.73961,32.05798,2
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827110304,230816772,118.73961,32.05798,20180827110328,230770180,118.73788,32.05962,24
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827110407,230816784,118.73649,32.05936,20180827110627,230816772,118.73961,32.05798,140
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827110627,230816772,118.73961,32.05798,20180827110712,230816784,118.73649,32.05936,45
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827111223,230770190,118.739289,32.055928,20180827111431,84862978,118.73961,32.05798,128
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827111431,84862978,118.73961,32.05798,20180827111524,230770190,118.739289,32.055928,53
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827111524,230770190,118.739289,32.055928,20180827112559,9895064,118.74228,32.05668,635
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827112559,9895064,118.74228,32.05668,20180827112735,84862978,118.73961,32.05798,96
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827112735,84862978,118.73961,32.05798,20180827112904,9895064,118.74228,32.05668,89
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827112904,9895064,118.74228,32.05668,20180827113024,230770190,118.739289,32.055928,80
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827113024,230770190,118.739289,32.055928,20180827114823,9895064,118.74228,32.05668,1079
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827114823,9895064,118.74228,32.05668,20180827122001,230770190,118.739289,32.055928,1898
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827122001,230770190,118.739289,32.055928,20180827130401,84862978,118.73961,32.05798,2640
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130401,84862978,118.73961,32.05798,20180827130445,9895064,118.74228,32.05668,44
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130445,9895064,118.74228,32.05668,20180827130458,230770190,118.739289,32.055928,13
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130458,230770190,118.739289,32.055928,20180827130549,84862978,118.73961,32.05798,51
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130549,84862978,118.73961,32.05798,20180827130551,9895064,118.74228,32.05668,2
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130551,9895064,118.74228,32.05668,20180827130610,84862978,118.73961,32.05798,19
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130610,84862978,118.73961,32.05798,20180827130619,9895064,118.74228,32.05668,9
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130619,9895064,118.74228,32.05668,20180827130652,230770190,118.739289,32.055928,33
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130652,230770190,118.739289,32.055928,20180827130707,9895066,118.74228,32.05668,15
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130707,9895066,118.74228,32.05668,20180827130711,230770190,118.739289,32.055928,4
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130711,230770190,118.739289,32.055928,20180827130724,84862978,118.73961,32.05798,13
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130724,84862978,118.73961,32.05798,20180827130951,230770190,118.739289,32.055928,147
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827130951,230770190,118.739289,32.055928,20180827132948,84862978,118.73961,32.05798,1197
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827132948,84862978,118.73961,32.05798,20180827132957,9895064,118.74228,32.05668,9
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827132957,9895064,118.74228,32.05668,20180827133250,84862978,118.73961,32.05798,173
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827133250,84862978,118.73961,32.05798,20180827133255,161000353,118.736641,32.054892,5
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827133255,161000353,118.736641,32.054892,20180827133505,84862978,118.73961,32.05798,130
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827133505,84862978,118.73961,32.05798,20180827133530,230786311,0,0,25
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827133605,230770190,118.739289,32.055928,20180827140217,84862978,118.73961,32.05798,1572
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827140217,84862978,118.73961,32.05798,20180827140622,231078405,118.735158,32.055366,245
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827142359,230770190,118.739289,32.055928,20180827142405,84862979,118.73961,32.05798,6
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827142405,84862979,118.73961,32.05798,20180827142522,84862984,118.7388511,32.0542501,77
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827142522,84862984,118.7388511,32.0542501,20180827142534,84862978,118.73961,32.05798,12
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827142534,84862978,118.73961,32.05798,20180827142539,84862984,118.7388511,32.0542501,5
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827142558,9681312,0,0,20180827142628,84862981,118.739602,32.05798,30
702163ab-d441-42b8-93a3-2b7eaa9580f8,20180827142628,84862981,118.739602,32.05798,20180827142712,9895066,118.74228,32.05668,44
